ID,Oku_Text,English_NIV_Equivalent
877,Se moote kεn lɛ ghel ghε é nè teem əbchio bεy ghi kokte è ndu è suuy se Bita ge: Ke loote lu se əbluuy ge wè lu wele ngoo nə Jesus bek ge kesuŋnene kiε dine ge wè lu wele wê Galilee.,"After a little while, those standing there went up to Peter and said, 'Surely you are one of them; your accent gives you away.'"
878,Bita me kèètè leenen se laa kelek ge loo lu nε yi yia əbbuam Feyine mak ngek se yi ketuu yi báà se ke wel nê vin.,"Then he began to call down curses, and he swore to them, 'I don’t know the man!'"
879,Kεn ka əb choken giε se əbchio lumngvəə me toŋ.,Immediately a rooster crowed.
880,əb me kuume kenəə kε Jesus nè suuyen ge: Lumngvəə nêy yε ghan ge əb toŋ nε wè maamen mε kaη εtal.,"Then Peter remembered the word Jesus had spoken: 'Before the rooster crows, you will disown me three times.'"
881,Ka Bita kuumen dî è me nyiake teem jii bεy è kèsèn nè εydiye.,And he went outside and wept bitterly.
882,əbtəke bvəs è yio ghele mbiye se ghé ntanlee ghene chɛɛ sɛ ɛylake Juda naa sejim konen è se siyse jii yɛ lòó é chia ɛ ten è yuy Jesus.,"Early in the morning, all the chief priests and the elders of the people made their plans how to have Jesus executed."
883,Ghene suŋnen dì è me ghal wen è kul eykoy ǝ wen è ndu so se Bailet we ǝb nè saken ɛylake Juda əbliy fo.,"So they bound him, led him away and handed him over to Pilate the governor."
884,Judas we ǝb nè feenen Jesus me keele ge é shi se yuye Jesus è me se diye ǝbghun náà se ņaŋ,"When Judas, who had betrayed him, saw that Jesus was condemned, he was seized with remorse"
885,è lie eshie ǝbkaa silva ghe əmmtal ghi è ndu so se kase se seese se ghele mbiy se ghé ntarŋlee gese nè chee se eylak foo.,and carried back the thirty pieces of silver to the chief priests and the elders.
886,əb ndu so dì è suuy se ghene ge: Με lu ne me nɛɛy mbee è feene wel ge é yuy nɛ ǝb báà jas kenǝǝ.,"’I have sinned,’ he said, ‘for I have betrayed innocent blood.’"
887,Ghene fise ge: É keele wê kii nê kii di báà kum ghes.,’What is that to us?’ they replied. ‘That’s your responsibility.’
888,Judas me warŋ əbkaa vi se ndaa-eykokse è fǝy è ndu è shiŋse.,So Judas threw the money into the temple and left. Then he went away and hanged himself.
889,Ghele mbiy se ghé ntarŋlee ghii me binte eshie ǝbkaa silva ghi è suuy ge:,"The chief priests picked up the coins and said,"
890,Vine lu əbkaa əmndurŋ ne eysake báà beeme ge lòó é vii se kebame ké ndaa-zykokse.,"’It is against the law to put this into the treasury, since it is blood money.’"
891,Ghene suuy dì è me siyse è lie ǝbkaa ten è yun kelik eylem ke ghel ɛybome ntonse nè see lie kechak e ten è lem se kelik ke é yɛ gvəəme ghel egwiyene e ten.,So they decided to use the money to buy the potter’s field as a burial place for foreigners.
892,Di ghan kenǝǝ ke ke nɛɛyen é se tonte eyleme ten ge: Eylem amndun se kok se chin se lan.,That is why it has been called the Field of Blood to this day.
893,Ke le nè gan dî se lunse kenǝǝ ke Jelemia we wele ntum nə Feyine nè nyaken ge:,Then what was spoken by Jeremiah the prophet was fulfilled:
894,É nè lie eshie ǝbkaa silva əmmtal ne lu əbkaa ketuu na wen we ghele Islaele nè beemen ge & lak è me lak eylem a wel eybome ntonse so ken ka Báàba nè suuyen se me.,"’They took the thirty pieces of silver, the price set on him by the people of Israel, and they used them to buy the potter’s field, as the Lord commanded me.’"
895,Ka é nduun nè Jesus e Bailet eyshie Bailet bif se wen ge: Le lu wè ǝbfon a ghele Juus-a?,"Meanwhile Jesus stood before the governor, and the governor asked him, ‘Are you the king of the Jews?’"
896,Jesus fise ge: Kene lu ka wè suuyen.,"’You have said so,’ Jesus replied."
897,Ghele mbiy se ghé ntarŋlee gese nè chee se eylak foo ko se toye əbnəə ɛ Jesus ə əbghun.,"When he was accused by the chief priests and the elders, he gave no answer."
898,Əb jia suuy naa kenǝǝ se nkan.,he gave no answer.
899,Bailet gese bif se wen ge: Wề báà se yio əbnəə vin we ghel ghine toyen wè se ten-a?,"Then Pilate asked him, ‘Don’t you hear the testimony they are bringing against you?’"
900,Jesus ko gok ken e chichi è jia fise kenǝǝ naa se nkan ǝbchio yum Bailet.,"But Jesus made no reply, not even to a single charge—to the great amazement of the governor."
901,Ke nè lu e ndee nə Goveno ge é loo yie Kechii Eyboyse fene ghele din wel ǝbmok ɛ məme ghele nchak we ghene korjen ge é fǝyse se nchak é ǝb me fǝyse.,Now it was the governor’s custom at the festival to release a prisoner chosen by the crowd.
902,Nè lu əbliy fo ne wel ǝblee lu e ndaa-nchak ne é tonte ge Balabbas ne wel ǝbjim ke feteete a wen.,At that time they had a well-known prisoner whose name was Jesus Barabbas.
903,Se lu ka ghele nè kaamen Bailet bif se ghene ge: & məme ghel ghe ɛbaa ghin ghene koje ge me fǝyse nde?,"So when the crowd had gathered, Pilate asked them, ‘Which one do you want me to release to you:"
904,Me fǝyse Balabbas moo Jesus we é torŋten ge Vi we Feyine nè Yiosen-a?,"Jesus Barabbas, or Jesus who is called the Messiah?’"
905,Bailɛt nè bife di bek ka ǝb nè keen ge ghé mbiy nə ghele Juuse nè gwiy nè Jesus se yi ne é ghek ken wen gheken.,For he knew it was out of self-interest that they had handed Jesus over to him.
906,Se lu ne Bailet bo sake nsake Jesus wiy ǝ wen me tinse ntum se wen ge ghàà ǝb ye ki kenǝǝ se nɛɛy kum wele wel vi ne ǝb báà nɛɛy kenǝǝ kebee.,"While Pilate was sitting on the judge’s seat, his wife sent him this message: ‘Don’t have anything to do with that innocent man,"
907,Yi ne lô yen ngek e jemse ne ntǝke kum wel nê vi.,for I have suffered a great deal today in a dream because of him.’
908,Ka Bailet bifen ge yi se fǝyse nde-a ghele mbiy se ghé ntarŋlee gese nè chee se eylak foo me beyte ngose wel yi ge ghene suuy ge əb fǝyse ne lu Balabbas è yuy Jesus.,But the chief priests and the elders persuaded the crowd to ask for Barabbas and to have Jesus executed.
909,Bailet gese bif se ghene ge: Ghene koje ge me fǝyse nde e mame ghel ghe ebaa ghine?,’Which of the two do you want me to release to you?’ asked the governor.
910,Ghene suuy ge ǝb fǝyse Balabbas.,"’Barabbas,’ they answered."
911,Ghene suuy di Bailet me gese bif se ghene ge: Με neey leɛy nè Jesus we é tonten ge Vi we Feyine nè Yiosen?,"’What shall I do, then, with Jesus who is called the Messiah?’ Pilate asked."
912,Ghene suuy ken e gie eymok ge: Bante wen se kentam.,"They all answered, ‘Crucify him!’"
913,Əb bif ge: Mbee a wen lu ghe?,’Why? What crime has he committed?’ asked Pilate.
914,Ghene chinten ghel ɛjim è waame ken waamen ge: Bante wen se kentam.,"But they shouted all the louder, ‘Crucify him!’"
915,Bailet yen ge kenǝǝ bezy wiy ke lòó yi neɛy è se fane ge lòó kenǝǝ tene gwiy nè ngekse é fenkame me loo è dək,"When Pilate saw that he was getting nowhere, but that a riot was starting,"
916,è me suuy é sefte moo è gwiy so ǝb suu eghoo wen so e ghel zjime eyshie è suuy ge: Keghoo kome wiy & wel vin eykuo. Keele ghen.,"he took water and washed his hands in front of the crowd. ‘I am innocent of this man’s blood,’ he said. ‘It is your responsibility!’"
917,Ghel ghi sebte è suuy ge: É neey é əmndun mə eykuo na wen fey e ghese ghon a ghese ketuu.,"All the people answered, ‘His blood is on us and on our children!’"
918,Bailet yio è me fǝyse Balabbas se ndaa nchak se ghene è suuy é tel Jesus & leghe ǝb me fo ge é ndu yi è bante se kentam.,"Then he released Barabbas to them. But he had Jesus flogged, and handed him over to be crucified."
919,Ghele nchiy nə Bailet me lie Jesus è lii nè wen jii məme bey è jaŋte ghele ngoo nə ghen ghene M gwiy è teem è kaale Jesus.,Then the governor’s soldiers took Jesus into the Praetorium and gathered the whole company of soldiers around him.
920,Ghene gwiy dì è chokte ndǝyse se wen abghun è lie eynkii ndǝyse ghel eyghorn ne se barne barjen è lafse wen so,"They stripped him and put a scarlet robe on him,"
921,è báá kefol nè njoŋse è sooy se wene ketuu è lie mbàn è vii se wene keghoo ké ǝbkoy ǝbtaa ge lu kedioŋ əbfon.,and then twisted together a crown of thorns and set it on his head. They put a staff in his right hand.
922,Ghene nɛɛy əbnəə vin dì è me təm eləy ɛ wen eyshie è se buu suuye ge: Ghese bune wè ǝbfon ə ghele Juus.,"Then they knelt in front of him and mocked him. ‘Hail, king of the Jews!’ they said."
923,Ghene gese tio telie & wen sykek è fii mbarŋ ye ǝb kè kiin ɛ keghoo yi è tel ketuu wen so.,"They spit on him, and took the staff and struck him on the head again and again."
924,Ghene buu Jesus è meyse è me chok eylaf yi se wen ǝbghun è kase mak ndǝyse wen è lie wen è se nduu so se bante se kentam.,"After they had mocked him, they took off the robe and put his own clothes on him. Then they led him away to crucify him."
925,Ghene fǝy è loo ndu ghene ghe wele wê Silene ǝblee konen nè é tonte ge Simon. Ghene me kan wel vi bezy fekake kentam na Jesus fi.,"As they were going out, they met a man from Cyrene, named Simon, and they forced him to carry the cross."
926,è nêy ndu è chin e kelik kelee ne é tonte ge Golgota ne eyghel ye Golgota yin lu ge: Kevəf a ketuu,They came to a place called Golgotha (which means ‘the Place of the Skull’).
927,è fo rynkii əmnduk əmlee se Jesus ge əb nəǝ ne é fis nè kefaa kelee ne ke luye ka kenluy-chek.,"There they offered Jesus wine to drink, mixed with gall; but after tasting it, he refused to drink it."
928,ć me bante wen se kentam è lie ndǝyse wen è se make kan se yen ge é se giate e jii eyke-a,"When they had crucified him, they divided up his clothes by casting lots."
929,"è me nyak kenǝǝ è base se wen a ketuu kentam ge lu njio a wen kenǝǝ nê kin nè lu ge: ""Vin lu Jesus we ǝbfon a ghele Juus.""","Above his head they placed the written charge against him: THIS IS JESUS, THE KING OF THE JEWS."
930,é gese bante kokse echoŋ selee sebaa se əmntam əblee & Jesus ɛyghan bante ǝblee jii Jesus cybee ǝbkoy ǝbtaa nè ǝblee e wen zybee ǝbkoy ǝbkiye.,"Two rebels were crucified with him, one on his right and one on his left."
931,Ghel ghe é nè chian jii fo me se mɛkte ǝbtuu a ghen tɛyle wen,"Those who passed by hurled insults at him, shaking their heads"
932,suuye ge: Ahaa! Wè ne bee ge wè sakte ndaa-eykokse è kase baklé se abchii ǝbtal wè báà giamten ngeŋ ə yie è sǝǝke se kentam fey se din ge wè lu wán a Feyin-a!,"and saying, ‘You who are going to destroy the temple and build it in three days, save yourself! Come down from the cross, if you are the Son of God!’"
933,Ghele mbiy se ghé ntarŋlee nè ndintese tesake gese nè chee se eylak foo ko se buu sey Jesus suuye ge:,"In the same way the chief priests, the teachers of the law and the elders mocked him."
934,Əb ne ghane giamten ken ghel echine. Se lu ɛ leenen nɛ lòó ǝb jia giamten ngen ǝ wen.,"’He saved others,’ they said, ‘but he can’t save himself!"
935,Wen we ǝb ne been ge yi lu əbfon ə ghele Islaele əb səəke yi & leenen se kentam fen é ghes fo cytem se wen.,"He is the king of Israel! Let him come down now from the cross, and we will believe in him."
936,Əb nè suuy ge yi samse eytem ə yi se Feyine. Loo lu ge Feyine kone wen Əb giamten yi wen & leenen bek ge ǝb ne bee ge yi lu Wán a Feyin.,"He trusts in God. Let God rescue him now if he wants him, for he said, ‘I am the Son of God.’’"
937,Echoŋ ghii ghe é nè banten ghene ghe Jesus ko se teyle sey wen di.,In the same way the rebels who were crucified with him also heaped insults on him.
938,Ney se lu ka chuy tiysen mbi sasen fin naa eyjim è fin dî se chuy setal.,From noon until three in the afternoon darkness came over all the land.
939,Chuy ney mak mbàŋ setal Jesus ton e gie eytaa ge: Eli Eli Lema Sabatani? Ne ke lu ge: Feyine Fome Feyine Fome wè maay me le bek ghe?,"About three in the afternoon Jesus cried out in a loud voice, ‘Eli, Eli, lema sabachthani?’ (which means ‘My God, my Father, why have you forsaken me?’)."
940,Ghel elee & mame ghel ghe é nè tiyen fo yio è me se suuy ge: Əb yi ka əb se janen Elija.,"When some of those standing there heard this, they said, ‘He’s calling Elijah.’"
941,Wel ǝblee & ghene məm nyin è ndu lie kuncha è chəə se mǝme kengwey əmnduk è sooy se wan fekak è lose se Jesus ge ab nyione.,"Immediately one of them ran and got a sponge. He filled it with wine vinegar, put it on a staff, and offered it to Jesus to drink."
942,Ghel elee suuy ge é yiote we yio ge Elija se gwiy è giamten wen-a?,"The rest said, ‘Now leave him alone. Let’s see if Elijah comes to save him.’"
943,Jesus nêy gese ton e gie eytaa è me yioy kenləysen keyioy na wen.,"And when Jesus had cried out again in a loud voice, he gave up his spirit."
944,Ka Jesus kuon e leghe ndǝy se é nè kenen ɛybuu eylanene so e ndaa-eykokse me basen ǝbwarŋ əbbua se loo e eyyio se sǝǝke se chin e ntie.,"At that moment the curtain of the temple was torn in two from top to bottom. The earth shook, the rocks split"
945,Ntie nè lô shin ɛtiye bayte.,"The earth shook, the rocks split"
946,Teseye dise ghel ə Feyin ghe é nè kuokenmen kase loole se eykuo naa se eydio.,and the tombs broke open. The bodies of many holy people who had died were raised to life.
947,Feyine nêy lose Jesus se rykuo ghel ghi me lòò è ndu se Jolesalem ghele yen ghene naa se eydio.,They came out of the tombs after Jesus’ resurrection and went into the holy city and appeared to many people.
948,Ketuu ghel eyghon ghene ghel cyghon ghe é nè chiyen Jesus əbliy we é nè banten wen yen ka ntie shiken è gese yen əbnəə we ǝb nè ganen naa ǝbjim eyfane koo ghene naa se nan.,"When the centurion and those with him who were guarding Jesus saw the earthquake and all that had happened, they were terrified,"
949,Ghene me suuy ge: Wel vin nè lu ken naa Wán Feyin se ǝbluuy.,"and exclaimed, ‘Surely he was the Son of God!’"
950,Əbkiy ghe é nè lòòn e Jesus ɛybam e Galilee è se jele giamten wen nè lô se lu fô ne ghene teem ǝbtəm è se kiye.,"Many women were there, watching from a distance. They had followed Jesus from Galilee to care for his needs."
951,Əbkiy elee & məmə əbkiy ghé tene nè lu: Meele Magdalene nè Mɛɛle we no ǝ Jems ghene Josef gese nè no a ghon nə Zebedee.,"Among them were Mary Magdalene, Mary the mother of James and Joseph, and the mother of Zebedee’s sons."
952,Ka əbtəke jien gwiyen wel ǝbghaken wê Alimatea ǝblee ne é tonte ge Josef me gwiy.,"As evening approached, there came a rich man from Arimathea, named Joseph,"
953,Wel nê vin nè lu sey wán-eyfel nə Jesus.,who had himself become a disciple of Jesus.
954,əb gwiy dì è ndu è yen Bailet è lon ge é fő eygvən ə Jesus se yi.,"Going to Pilate, he asked for Jesus’ body,"
955,Bailɛt bééme è suuy ge é ndu è səkse è fo se wen.,and Pilate ordered that it be given to him.
956,É səkse eygvən ə Jesus yi Josef fii è limte nè ǝbkoy ndəyse ǝbfee,"Joseph took the body, wrapped it in a clean linen cloth,"
957,ndu è vii se wen we Josef eysey ye ǝb nè chufen & eyghok ne ey bo bezy ken eyfee.,and placed it in his own new tomb that he had cut out of the rock.
