source,target
"translate English to Oku: So they asked him, 'Who is this fellow who told you to pick it up and walk?'","Ghene bif se wen ge: Wel nê vi we ǝb kè suuyen ge we kaale fegham a fie, è ye jel lu nde?"
"translate Oku to English: Dí ab nǎǎ ye kase fise se ghen ge: 'Mɛ suuy se ghen ge mɛ băǎ se keele eysak wɛ ghen nè lòòmen ɛ ten mok-a. Ghen lòòen ɛ mbiy na yom, ghen ghel ghé eb nè neeyennen əbe!'","""But he will reply, ’I don’t know you or where you come from. Away from me, all you evildoers!’"
translate Oku to English: Lù kɛn wel vi wɛ əb nɛɛyen kenəə kɛ Ba ə wom wɛ əb luun ɛ ɛyyio kɛŋen ge əb nɛɛy.,Only the one who does the will of my Father who is in heaven will enter the kingdom of heaven.
"translate English to Oku: the son of Joshua, the son of Eliezer, the son of Jorim, the son of Matthat, the son of Levi,","El nè lu wán ə Joshua we wán ə Elieze, we nè luun wán ə Jolim we wán ə Mattat, we nè luun wán Levi."
"translate English to Oku: They answered as Jesus had told them to, and the people let them go.","Ghene suuy kenǝǝ ke Jesus kè suuyen, ghel ghii me vǝse ghene se nduu so."
translate English to Oku: and they sat down (about five thousand men were there).,"Ghel ejime me diom, ne eluumen lu ka nkam setan di."
"translate English to Oku: Then the Jews said, 'See how he loved him!'",Ghele yen è suuy ge: Ghen yen jii ye ǝb nè kojen wen e ten!
"translate Oku to English: Jesus suuy se wen ge: Ndu, è jan lum a vie, é ghene wen gwiy.","He told her, 'Go, call your husband and come back.'"
"translate Oku to English: Jesus fise ge: Me lòò è ye lose ngerŋ ə yom, fene lu kenǝǝ lólò.","He answered, ""I have told you already and you did not listen. Why do you want to hear it again? Do you want to become his disciples too?”"
"translate Oku to English: Se lu ka Jesus nè yenen ghene di, è me suuy se ghene ge: 'Nduen ghen ye yen te-wele-kfə̀-əbame.'","When he saw them, he said, 'Go, show yourselves to the priests.'"
"translate Oku to English: Jesus me suuy se ghene ge: E náà lóó lu ǝbliy we ghen losenmen Wanwel, é ghen me keele ge me lu wel we me luun əbghen, è gese keele ge kenǝǝ wiy ke me nɛɛyen me ǝbtaawe, di ne me suuy ne lu ken kenǝǝ ke Bay dinen ge me suuy.","Can any of you prove me guilty of sin? If I am telling the truth, why don’t you believe me?"
translate English to Oku: Get up take the child and his mother and go to the land of Israel.,Loole è liɛ wán ghene no ə wen è fiile se ɛylake Islael.
"translate Oku to English: Judas mii fo dì e leghe, è chia è teem e Jesus eyshie, è chakte wen ge: Ndintel È me baamé wen.","Going at once to Jesus, Judas said, ""Rabbi!"" and kissed him."
"translate English to Oku: The foolish ones took their lamps but did not take any oil with them,",Ghɛ é nè ngoolen loo liɛ əbkaaken ə ghɛn è jia liɛ moome ten əmlee
"translate Oku to English: Ghon-eyfel nə wene me bif se wen ge: Lòó ghesen lie ghááy keban ke yiese ghel ghin so, ne ghesen lu ǝbkwak?","His disciples answered, ""Where in this remote place can anyone get enough bread to feed them?""""
1338,Jesus me bif ge: Ghen ki ntukse keban se sek? Ghene fise ge: Se lu saamba."""
translate Oku to English: Nɛɛy é ghɛs jia lii se ɛymomse tɛɛke ghɛs se ɛyfime.,And lead us not into temptation but deliver us from the evil one.
"translate Oku to English: Ghen boyseen ghel ghé é nè koon teychii ɛ ntek fo, è ghen suuy se ghene ge: 'Tefon na Feyine me koo ɛ eyshie na ghen.'","Heal the sick who are there and tell them, ’The kingdom of God has come near to you.’"
translate English to Oku: In the Law Moses commanded us to stone such women.,Ghé nchiye fise ge: Wel nè bɛɛcy ghàà yi suuy cynkii əbnəə we wel vine suuyen.
"translate Oku to English: Jesus me suuy ge: Yɛɛ nduu, wan a vie bonenmen.","'Go,' Jesus replied, 'your son will live.'"
"translate Oku to English: naa loo lu əbliy fo, é ghen jia bo ye bife kefaa ne lu se me.",In that day you will no longer ask me anything.
translate English to Oku: For out of you will come a ruler who will shepherd my people Israel.,Bek ge əbfon wɛ əb náà yɛ sake ghel ə ghome ghɛ Islael é nêy fəy ɛ ghɛne məm.
"translate English to Oku: Jesus replied, '‘You shall not murder, you shall not commit adultery, you shall not steal, you shall not give false testimony,'",Jesus fise ge: Ghàà wè yε yuy wel ghàà wè yε nεεy εymaay kε εysake báà beeme ghàà wè yε choηe ghàà wè yε suuy əbsuuse
translate Oku to English: Bita lek se Jesus ge: Lòó wè jia suu evǝǝ a wom naa se nkan!,"'No,' said Peter, 'you shall never wash my feet.'"
"translate English to Oku: Then he said to his disciples, 'The time is coming when you will long to see one of the days of the Son of Man, but you will not see it.'","Jesus me suuy se ghel eyghoŋ na wen ge: 'əbliiy nǎǎ ye gwiy wɛ ghen nǎǎ ye koŋen ge ghen yen chuy moke we Wán-wel-eyfɛl, dí ghen băǎ se yen mok-a.'"
translate English to Oku: But when the sun rose the plants were scorched and they withered because they had no root.,Chuy nεy loo ban è nyok əbfua ten əb yoble bek ka εghaηe nè báà toke lii se ntiε.
"translate Oku to English: Me kè lòò è ye suuy ge me ke wiy wen, fene me lu wel ǝbbuam ka ghen.","The man answered, ""Now that is remarkable! You don’t know where he comes from, yet he opened my eyes."
translate English to Oku: Therefore every teacher of the law who has become a disciple in the kingdom of heaven is like the owner of a house.,Naa ndinte tesak εykε yε ey yiekemen se yε lu wel əblee ε məme εysak nə Feyine lu ka ba ə ndaa
translate English to Oku: They were yours; you gave them to me and they have obeyed your word.,"Ghene nè lu ghel a ghie, wê fo ghene se me, se lu ne ghene πεεɛymen kenǝǝ ke wè suuyen."
translate Oku to English: Jesus jia beeme ge wel ye gwiy e ghene zybam buu ken Bita ghene Jems nè Joon we wan-no a Jems.,"He did not let anyone follow him except Peter, James and John the brother of James."
translate Oku to English: Me lu nchiy-bvǝyse eyjun. Me ke bvǝy a som,ne bvəy ə some ke me
"translate Oku to English: Se lu ka ghene nè nduun di, Jesus me koo eychii. Eymnduk-eytaa me keete se ye lǒ ɛ eymnduk fo, è mnduk me keete se ye jeme nè moo, è ghene me fane naa se ŋaŋ.","As they sailed, he fell asleep. A squall came down on the lake, so that the boat was being swamped, and they were in great danger."
"translate Oku to English: Jesus me bif se ghene ge: Le lòó wel lii nè kekaakene e ndaa è leme eyshaa keghen, kene ɛ ntinkun, ne wiy e ketuu ketatan-a?","He said to them, ""Do you bring in a lamp to put it under a bowl or a bed? Instead, don’t you put it on its stand?"""
"translate Oku to English: Filib suuy se wen ge: Báàba, dine Bay se ghes, ghey ken kenǝǝ ke ghese shiin.","Philip said, 'Lord, show us the Father and that will be enough for us.'"
"translate Oku to English: Ghen ghel-eykfùk! Feyin wɛ ab me neeyennen eynchie na əbnəə di, ka ab me neey gese tetem ə wen-a?",You foolish people! Did not the one who made the outside make the inside also?
"translate Oku to English: Əbfon jia se sarŋle naa se nkan, di è jia se ki jii se tun bek kelek kɛ əb kè laanmen e eyshie nə ghel eyghan nə wene.","The king was greatly distressed, but because of his oaths and his dinner guests he did not want to refuse her."
"translate English to Oku: Those tending the pigs ran off and reported this in the town and countryside,",Ghel ghɛ é nè chiyen ngoo nkfaanyanse yi nyinke è ndu è se fekte sakghe ten se ghele & ntek fo nè se keleŋ fo.
translate Oku to English: Ghone-no a Jesuse me suuy se wen ge: Loo se fen è ndu e Judea ka ghon-cyfel nə wè yen əbnəə ǝbchio ǝbyúméné we wè nezyen.,"Jesus’ brothers said to him, ""Leave Galilee and go to Judea, so that your disciples there may see the works you do."
"translate Oku to English: Ghel ghe eyfime nè luun e ghene ǝmlee se yene wen naa e e leghe, feye & wen eyshie toņe ge: Wè lu wán ə Feyin!","Whenever the impure spirits saw him, they fell down before him and cried out, ""You are the Son of God."""
"translate Oku to English: Lòó ghen băǎ neey jii wɛ ab lu nchichi nè vin mok-a, ghen kwaate kum əbnəə əmoke naa se ndɛ-a?","Since you cannot do this very little thing, why do you worry about the rest?"
"translate English to Oku: But when you enter a town and are not welcomed, go into its streets and say,","Dí lòó ghen me ndu ɛ ntek əmoke è ghene băǎ se lake ghen mok-a, ghen lòòen ɛ teynchie-nte fo è ghen suuy ge:"
translate English to Oku: None has been lost except the one doomed to destruction so that Scripture would be fulfilled.,Wel nè báà ley e ghene məm buu ken wel we ke nè luun ge ǝb lu se jase jii se lunse kenǝa ke ŋwaale-Feyin suuyen.
translate Oku to English: Bita me suuy ge: Sayte ngan vin se ghεs.,"Peter said, 'Explain this parable to us.'"
"translate English to Oku: Thomas said to him, 'Lord, we don’t know where you are going, so how can we know the way?'","Ntomas me suuy se wen ge: Báàba, ghese báà se ke ghaa wè nduun, lòó ghes keele leɛy jii ye ey nduun gho?"
translate Oku to English: Ghεn buu kεn se keele shii ntokse dî nε ghεn báà se keele shii εydio vin.,"You know how to interpret the appearance of the sky, but you cannot interpret the signs of the times."
translate English to Oku: è keele ge ab se neey ghe-a?,Əb me bif se ghele ngoo na wene ge: Eysak a yésen le beeme ge é tenen nsak a wel ne é báà sak
"translate English to Oku: Her parents were astonished, but he ordered them not to tell anyone what had happened.","Babey na wen me chiyte naa se ŋaŋ, dí Jesus me zaam ghene ge ghene ghǎà ye suuy se wel əmoke kenəə kɛ ab nè lò."
"translate Oku to English: Joon me suuy ge: ""Ndinte, ghes yenenmen wel əmoke nè lúúsen teyioy əbe ɛ eylake ə vie, nɛ ghes me zaam wen bek ka ab băǎ lu wel ə ghes mok-a.""","""Master,"" said John, ""we saw someone driving out demons in your name and we tried to stop him, because he is not one of us."""
"translate English to Oku: Jesus knew their thoughts and said to them: ""Any kingdom divided against itself will be ruined, and a house divided against itself will fall.","Dí Jesus nè keelen əbnəə wɛ ghene nè kwaaten di, è me suuy se ghene ge: ""Lòó tefon əmoke me baanese ɛ tetem ə wen, tefon fo nǎǎ ye gwel. Nɛ lòó ghel ɛ ndaa əmoke me baanese ɛ tetem ə ghene, ndaa fo nǎǎ ye gwel."
"translate English to Oku: Everyone will hate you because of me, but the one who stands firm to the end will be saved.","Ghel ɛjime náà ye bane ghen bek ge ghen lu ghele ngoo na me dî ne naa nde we ǝb yî tarjen è chin se kenləysen, náà kiile zyboy."
"translate English to Oku: 'They are God's children, since they are children of the resurrection.'",Ghene loolemen se eykuo è se lu ghon a Feyin.
"translate English to Oku: With a loud cry, Jesus breathed his last.","Jesus nêy ton e gie eytaa, è me mey."
translate Oku to English: Dî wel wε əb nè kiin kebam əbkaa kemok ndu è tim εybee è lete əbkaa ba-εyfεl nə wen vi ε ten.,"But the man who had received one bag went off, dug a hole in the ground and hid his master’s money."
translate Oku to English: Ghεn ghε ghele kenone Falisee,ghεn lu əbnfef!
"translate Oku to English: Bailet me kase fǝy e bey è suuy se ghele Juus ghii ge: Mẹ báà yen kejase wel vin,",But it is your custom for me to release to you one prisoner at the time of the Passover.
translate Oku to English: Ghen dinte əbnəə se ghene é ghene ye lem əbnəə ǝbjim we me nè dinten se ghen.,and teaching them to obey everything I have commanded you.
translate Oku to English: Mɛ nè jaŋ wán ə wom əb fəy se Ejibt.,Out of Egypt I called my son.
translate Oku to English: Ghεn nè bóy se suuy se kfən vin ge: “Fəy fεn è ndu ε nchite-əmjime jio,” é me lu dî.
translate Oku to English: Wanwel ki əbtaawe ɛ ketuu ntiɛ se lɛyse mbeese.,The Son of Man has authority on earth to forgive sins.
translate English to Oku: but the one who stands firm to the end will be saved.,Dî nε naa ndε wε əb teem ketaan se chin se kenləysene náà boy.
"translate English to Oku: Jesus replied: ""A man was going down from Jerusalem to Jericho, when he was attacked by robbers. They stripped him of his clothes, beat him and went away, leaving him half dead.","Jesus me fise ge: ""Wel əblee nè lòò ɛ Jolesalem nè nduun ɛ Jeliko. əb me gwel ɛ eghoo na ghel-eychu, ghene me kfə̀lte teychak na wen, è ghene se kookse wen naa se eydio, è ghene lòò è se bose wen ɛ ten è ab bǎǎ se kuo."
translate English to Oku: After a long time the master of those servants returned and settled accounts with them.,Ba εyfεl vi ndu è chii naa se njaŋ è nêy kase gwiy è jaŋte ghel εyfεl ghi ge ghene ghone kiynen ka ghene nè yesen è fεl nè əbkaa vii.
translate English to Oku: Then he opened their minds so they could understand the Scriptures.,"Eysaŋlee nè lô lun se ghene tetem, ǝbchio yum ghene e jii ye ghene nè báà se ke jii yɛ lòó é beeme."
"translate English to Oku: The woman said, 'I know that Messiah' (called Christ) 'is coming.",Əbvii vi me suuy ge: Me ke ge Vi we Feyine nè Yiosene nêy gwiy ne lu wel we é tonten ge Christ.
"translate English to Oku: While he was in Bethany, reclining at the table in the home of Simon the Leper,","Ney se lu ǝbliy fo, ne Jesus lu e nteke Betani e ndaa na Simon we ǝb nè yimen yaf në kensaase."
"translate Oku to English: Ghene me lii è ghene lə̀ə̀ ɛ əbkwak, è ghene yio naa se ŋaŋ ge: 'Jesus, Ndinte, kfiy eytem ɛ ketuu na ghes!'","They stood at a distance and called out in a loud voice, 'Jesus, Master, have pity on us!'"
translate English to Oku: 'You have sent to John and he has testified to the truth.,"Ghen nè lô tum ghel se Joon se keele ge me se lu nde-a, kenəə ke ǝb nè suuyen se lu ǝbluuy."
"translate Oku to English: Jesus keele ge ǝb fise nè rytofe, è suuy se wen ge: Wê lu e nchie e nchie se fiisen eysak a Feyin. Se eybame ten, wel jia gese mom ge yi bif eybif se Jesus.","When Jesus saw that he had answered wisely, he said to him, ""You are not far from the kingdom of God."" And from then on no one dared ask him any more questions."
"translate English to Oku: How can he now say, ""I came down from heaven""?'",Lòó ǝb ye suuy leey ɛ leenen ge yi səǝke gwiy ne lu eyyio?
translate English to Oku: but the tax collectors and the prostitutes did.,Dî ghel ɛyfii shile ghene əbjɛle bɛɛme.
translate Oku to English: Ken e leghe ghene me ndu ɛ ntek əmoke.,Then he and his disciples went to another village.
